UserName,AccX,AccY,AccZ,Activity
Rikhil,-0.363000005,0.0,0.0,Sitting
Rikhil,0.0,2.138999939,9.425999641,Sitting
Rikhil,-0.504999995,1.991999984,9.517999649,Sitting
Rikhil,-0.54400003,2.13499999,9.343000412,Sitting
Rikhil,-0.58099997,1.942999959,9.781999588,Sitting
Rikhil,-0.35400000200000004,2.138000011,9.56499958,Sitting
Rikhil,-0.578999996,2.0920000080000003,9.513999939,Sitting
Rikhil,-0.597000003,2.119999886,9.317000389,Sitting
Rikhil,-0.675000012,2.118000031,9.699000359,Sitting
Rikhil,-0.44600001,2.177000046,9.279999733,Sitting
Rikhil,-0.591000021,2.124000072,9.81799984,Sitting
Rikhil,-0.48300001,2.313999891,9.274000167999999,Sitting
Rikhil,-0.671999991,2.290999889,9.128000259,Sitting
Rikhil,-0.462000012,0.0,0.0,Sitting
Rikhil,0.0,2.302000046,9.486000061,Sitting
Rikhil,-0.514999986,0.0,0.0,Sitting
Rikhil,0.0,2.197000027,9.43500042,Sitting
Rikhil,-0.48699998899999997,2.239000082,9.538999557,Sitting
Rikhil,-0.328000009,0.0,0.0,Sitting
Rikhil,0.0,2.183000088,9.555000305,Sitting
Rikhil,-0.513000011,2.196000099,9.522999763,Sitting
Rikhil,-0.7250000240000001,2.0469999309999998,9.611000061,Sitting
Rikhil,-0.718999982,2.204999924,10.00800037,Sitting
Rikhil,-0.573000014,2.0920000080000003,9.519000053,Sitting
Rikhil,-0.707000017,0.0,9.017000198,Sitting
Rikhil,0.0,2.201999903,0.0,Sitting
Rikhil,-0.45800000399999996,0.0,0.0,Sitting
Rikhil,0.0,2.122999907,9.675999641,Sitting
Rikhil,-1.5110000369999999,0.0,0.0,Sitting
Rikhil,0.0,1.952999949,9.102000237,Sitting
Rikhil,-3.1979999539999997,1.05400002,8.800999641,Sitting
Rikhil,0.853999972,2.9119999410000004,9.18900013,Sitting
Rikhil,0.25999999,0.0,0.0,Sitting
Rikhil,0.0,1.463000059,8.701000214,Sitting
Rikhil,-0.550999999,0.0,0.0,Sitting
Rikhil,0.0,0.52700001,11.02099991,Sitting
Rikhil,-0.88499999,0.578999996,9.291000366,Sitting
Rikhil,-0.8080000279999999,-0.307999998,11.29500008,Sitting
Rikhil,-2.394999981,0.0,0.0,Sitting
Rikhil,0.0,1.139000058,8.909999847,Sitting
Rikhil,-3.41899991,-0.185000002,9.812999725,Sitting
Rikhil,-3.674000025,-0.160999998,7.446000099,Sitting
Rikhil,-4.328999996,0.0,0.0,Sitting
Rikhil,0.0,0.6949999929999999,9.81099987,Sitting
Rikhil,-4.887000083999999,1.7840000390000001,5.407000065,Sitting
Rikhil,-7.638999939,2.0,8.987999916,Sitting
Rikhil,-8.111000061,0.839999974,6.59100008,Sitting
Rikhil,-8.508999825,0.312999994,6.739999771,Sitting
Rikhil,-6.254000187000001,0.0,5.592999935,Sitting
Rikhil,0.0,-2.487999916,0.0,Sitting
Rikhil,-6.335999966,-2.917000055,6.4180002210000024,Sitting
Rikhil,-8.661000252000001,-1.875,6.770999907999999,Sitting
Rikhil,-8.234999657000001,-2.055000067,6.758999825,Sitting
Rikhil,-8.654999733,-1.319000006,5.834000111,Sitting
Rikhil,-8.406000137000001,-1.5520000459999999,3.6559998989999998,Sitting
Rikhil,-6.353000164,0.0,0.0,Sitting
Rikhil,0.0,-4.478000164,5.21999979,Sitting
Rikhil,-8.241000175,-3.601000071,5.520999907999999,Sitting
Rikhil,-7.923999786,-3.9709999560000004,6.0399999620000004,Sitting
Rikhil,-8.914999962000001,0.0,0.0,Sitting
Rikhil,0.0,-3.5610001089999996,4.322999954,Sitting
Rikhil,-8.168000221,-3.644000053,3.0220000739999997,Sitting
Rikhil,-9.970999718,-3.980999947,1.904000044,Sitting
Rikhil,-9.515000342999999,-6.123000145,2.312999964,Sitting
Rikhil,-9.324000359,-3.64199996,0.250999987,Sitting
Rikhil,-8.675000191,-6.217000007999999,-2.161000013,Sitting
Rikhil,-9.687000275,0.0,-4.999000072,Sitting
Rikhil,0.0,-1.159999967,0.0,Sitting
Rikhil,-7.3220000270000005,-5.671999931,-3.3069999219999997,Sitting
Rikhil,-6.204999924,0.0,0.0,Sitting
Rikhil,0.0,-6.1779999729999995,-3.1809999939999996,Sitting
Rikhil,-9.725000381000001,-4.421999931,-4.282000065,Sitting
Rikhil,-5.68599987,-5.468999863,-5.578999996,Sitting
Rikhil,-4.765999794,-4.875999928,-6.401000023,Sitting
Rikhil,-5.000999928,0.0,0.0,Sitting
Rikhil,0.0,-5.409999847000001,-6.532000065,Sitting
Rikhil,-6.473999977,0.0,0.0,Sitting
Rikhil,0.0,-4.478000164,-7.315999985,Sitting
Rikhil,-5.464000225,-3.7190001010000002,-7.026000023,Sitting
Rikhil,-4.751999855,0.0,0.0,Sitting
Rikhil,0.0,-3.0959999560000004,-6.895999907999999,Sitting
Rikhil,-7.596000195,-3.417000055,-6.743000031,Sitting
Rikhil,-3.197000027,0.0,0.0,Sitting
Rikhil,0.0,-3.7360000610000004,-5.388000011,Sitting
Rikhil,-3.7039999960000003,0.0,-5.532000065,Sitting
Rikhil,0.0,-2.75999999,0.0,Sitting
Rikhil,-4.93900013,-1.9720000030000002,-9.293000221,Sitting
Rikhil,-5.184999943,-1.125,-8.517999649,Sitting
Rikhil,-5.836999893,-1.554999948,-7.848999977,Sitting
Rikhil,-6.051000117999999,0.0,0.0,Sitting
Rikhil,0.0,-1.812000036,-7.277999877999999,Sitting
Rikhil,-5.0749998089999995,0.536000013,-12.11400032,Sitting
Rikhil,-5.735000134,0.0,0.0,Sitting
Rikhil,0.0,-4.53399992,-7.8860001560000015,Sitting
Rikhil,-5.184999943,1.881999969,-5.214000225,Sitting
Rikhil,-9.49600029,-17.01199913,-9.625,Sitting
Rikhil,-9.173999786,0.0,0.0,Sitting
Rikhil,0.0,-5.971000195,-6.941999912000001,Sitting
